correct,incorrect,premise,pos_sim,neg_sim
"According to the WHO, exposure to particulate matter increases the risk of acute lower respiratory infection, chronic obstructive pulmonary disease, heart disease, stroke and lung cancer.",,"Worldwide exposure to PM2.5 contributed to 4.1 million deaths from heart disease and stroke, lung cancer, chronic lung disease, and respiratory infections in 2016.",0.74632096,
The Review concluded that CRU's actions were normal and did not threaten the integrity of peer review.,,"It found that the CRU's work had been ""carried out with integrity"" and had used ""fair and satisfactory"" methods.",-0.12620525000000005,
In 1990 the United Nation’s Intergovernmental Panel on Climate Change (IPCC) predicted that temperatures would rise by 0.54F (0.3C) per decade.,,"Currently, surface temperatures are rising by about 0.2 °C per decade.",0.21453944999999996,
Thick arctic sea ice is in rapid retreat.,,"In 2002 the 12 km (7.5 mi) long floating terminus of the glacier entered a phase of rapid retreat, with the ice front breaking up and the floating terminus disintegrating and accelerating to a retreat rate of over 30 m (98 ft) per day.",0.7869513000000001,
"The CO2 amplifies the warming and mixes through the atmosphere, spreading warming throughout the planet.",,The greenhouse effect is a process by which thermal radiation from a planetary atmosphere warms the planet's surface beyond the temperature it would have in the absence of its atmosphere.,0.47599002999999995,
Ancient natural cycles are irrelevant for attributing recent global warming to humans.,,"Anthropogenic climate change is caused by human activity, as opposed to changes in climate that may have resulted as part of Earth's natural processes.",-0.23668798999999996,
Our evolving dynamic planet has survived[…] mass extinctions,,The Holocene extinction event is an ongoing mass extinction associated with humanity's expansion across the globe over the past few thousand years.,0.6354416999999999,
"We note that the Earth has never in its history had a quasi-stable state that is around 2C warmer than the preindustrial and suggest that there is substantial risk that the system, itself, will ‘want’ to continue warming because of all of these other processes – even if we stop emissions,” she said.",,"Study author Katherine Richardson stresses, ""We note that the Earth has never in its history had a quasi-stable state that is around 2 °C warmer than the preindustrial and suggest that there is substantial risk that the system, itself, will ‘want’ to continue warming because of all of these other processes – even if we stop emissions.",0.9736229000000001,
"The United States is the leading nation in the world ""with the highest amount of doubt about the conventional wisdom of climate change.""",,The number of these climate skeptics is greater in the US than in any other country.,0.46970350000000005,
"That’s because as Antarctica’s mass shrinks, the ice sheet’s gravitational pull on the ocean relaxes somewhat, and the seas travel back across the globe to pile up far away — with U.S. coasts being one prime destination.”",,"With the loss of mass, the gravitational pull becomes less and local water levels might drop.",0.8827759,
Extreme weather events are being made more frequent and worse by global warming.,,"Climate change caused by human activities that emit greenhouse gases into the air is expected to affect the frequency of extreme weather events such as drought, extreme temperatures, flooding, high winds, and severe storms.",0.6583309000000002,
"This means the jet stream meanders more, with big loops bringing warm air to the frozen north and cold air into warmer southern climes.”",,This jet stream instability brings warm air north as well as cold air south.,0.48086882,
"A longer and warmer growing season also has an effect, Dr. Overpeck said, as plants take up more water, further reducing stream flows.",,"As climate change more rapidly progresses, temperature increases will affect the length of the growing season.",0.33151041999999986,
"“We indicated 23 years ago — in our 1994 Nature article — that climate models had the atmosphere’s sensitivity to CO2 much too high,” Christy said in a statement.",,"The sensitivity of temperature to atmospheric gasses, most notably CO 2, is often expressed in terms of the change in temperature per doubling of the concentration of the gas.",0.91671276,
An independent inquiry found CRU is a small research unit with limited resources and their rigour and honesty are not in doubt.,,"The ""rigour and honesty"" of the scientists at the Climatic Research Unit were found not to be in doubt.",0.9189780000000001,
"With more CO2 in the atmosphere, the challenge [feeding 2.5 billion more people] can and will be met.",,"To set these numbers into context, assuming a global population around 9–10 billion by 2050 a carbon footprint of about 2–2.5 tons CO2e per capita is needed to stay within a 2 °C target.",0.82606614,
"While the north-east, midwest and upper great plains have experienced a 30% increase in heavy rainfall episodes – considered once-in-every-five year downpours – parts of the west, particularly California, have been parched by drought.",,"By August 2014, a three-year drought was prompting changes to the agriculture industry in the valley.",0.20116201,
But [climate scientists] say that aspects of the case of Hurricane Harvey—and the recent history of tropical cyclones worldwide—suggest global warming is making a bad situation worse.,,"Global warming not only causes changes in tropical cyclones, it may also make some impacts from them worse via sea level rise.",0.8523582999999999,
CO2 emissions from all commercial operations in 2018 totaled 918 million metric tons—2.4% of global CO2 emissions from fossil fuel use.,,"In 2018, global commercial operations emitted 918 million tonnes (Mt) of CO₂, 2.4% of all CO₂ emissions: 747 Mt for passenger transport and 171 Mt for freight operations.",0.3614184599999999,
"""Many people think the science of climate change is settled.",,"The scientific consensus on climate change is ""that climate is changing and that these changes are in large part caused by human activities"", and it ""is largely irreversible"".",0.8169662,
"""...the largest of all the positive or temperature-amplifying feedbacks in  the UN’s arsenal is the water-vapor feedback.",,"The main positive feedback in global warming is the tendency of warming to increase the amount of water vapor in the atmosphere, which in turn leads to further warming.",0.9643033000000001,
"While there are uncertainties with climate models, they successfully reproduce the past and have made predictions that have been subsequently confirmed by observations.",,"Nevertheless, within three years most of the basic assumptions made by Rowland and Molina were confirmed by laboratory measurements and by direct observation in the stratosphere.",0.9573054000000001,
But [climate scientists] say that aspects of the case of Hurricane Harvey—and the recent history of tropical cyclones worldwide—suggest global warming is making a bad situation worse.,,"Weather events are due to multiple factors, and so cannot be said to be caused by one precondition, but climate change affects aspects of extreme events, and very likely worsened some of the impacts of Harvey.",0.86579096,
[T]he overwhelming majority of peer-reviewed studies  [find] that CO2 in the atmosphere remained there a short time.,,"Some climate change denial groups say that because CO 2 is only a trace gas in the atmosphere (roughly 400ppm, or 0.04%, 4 parts per 10,000) it can only have a minor effect on the climate.",-0.38899543999999997,
Sea ice has diminished much faster than scientists and climate models anticipated.,,"However, these models do tend to underestimate the rate of sea ice loss since 2007.",0.5812824399999998,
"Even during a period of long term warming, there are short periods of cooling due to climate variability.",,El Niño events cause short-term (approximately 1 year in length) spikes in global average surface temperature while La Niña events cause short term cooling.,0.75227416,
"Greenland on the whole is losing ice, as confirmed by satellite measurement.",,"This glacier was discovered in 2002 to be shrinking rapidly, and by 2007 had completely melted away, leaving the exposed island.",0.6941495,
"But the heads of small island nations, fearful of rising sea levels, had also asked scientists to examine the effects of 2.7 degrees of warming.",,"""Rising sea levels threaten small Pacific island nations"".",0.8450981399999999,
"It “certainly puts the kibosh on everyone saying that Antarctica’s ice is just going up and up,” Meier said.",,"""A 40-y record reveals gradual Antarctic sea ice increases followed by decreases at rates far exceeding the rates seen in the Arctic"".",0.23829879999999992,
"Every four minutes, another American home or business goes solar.",,"The new city hall, built from recycled materials, has solar panels in its garage.",0.6336007000000001,
"Fourth Assessment Report (AR4), in which the likely range is given as 2.0°C to 4.5°C, with a best estimate of 3.0°C"" (Pat Michaels)",,"In its 2007 Fourth Assessment Report, IPCC said that climate sensitivity is ""likely to be in the range 2 to 4.5 °C with a best estimate of about 3 °C"".",0.97550124,
Satellites and on-site measurements are observing that Himalayan glaciers are disappearing at an accelerating rate.,,An acceleration of ice loss across the Himalayas over the past 40 years has been proved with satellite photos.,0.5946133,
"The argument that solving the global warming problem by reducing human greenhouse gas emissions is ""too hard"" generally stems from the belief that (i) our technology is not sufficiently advanced to achieve significant emissions reductions,",,"The development and scaling-up of clean technology, such as cement that produces less CO2, is critical to achieve sufficient emission reductions for the Paris agreement goals.",0.8644483000000001,
