premise,correct,incorrect,pos_neg_sim,pos_sim,neg_sim,difference,sentence_mode,embedding_details,distance_metric
"['A March 2016 report stated that coral bleaching was more widespread than previously thought, seriously affecting the northern parts of the reef as a result of warming ocean temperatures.']","['Last year’s warmth was manifested across the planet, from the warm tropical ocean waters off the coast of northeastern Australia, where the Great Barrier Reef experienced its worst coral bleaching event on record and large scale coral death, to the Arctic, where sea ice hit regular monthly record lows and overall temperatures were also the warmest on record, at least from January through September 2016.']",[],,0.963111162185669,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['Malnutrition, dehydration and related diseases Mass migration, resulting in internal displacement and international refugees Reduced electricity production due to reduced water-flow through hydroelectric dams Shortages of water for industrial users Snake migration, which results in snake-bites Social unrest War over natural resources, including water and food Wildfires, such as Australian bushfires, become more common during times of drought and may cause human deaths.']","['describes a world of worsening food shortages and wildfires, and a mass die-off of coral reefs as soon as 2040']",[],,0.8817282319068909,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['Direct data does not exist for periods earlier than those represented in the ice core record, a record that indicates CO 2 mole fractions stayed within a range of 180\xa0ppm to 280\xa0ppm throughout the last 800,000 years, until the increase of the last 250 years.']","['When CO2 emissions are compared directly to CO2 levels, there is a strong correlation in the long term trends.']",[],,0.9436675310134888,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['Overall, glaciers in the Greater Himalayan region that have been studied are retreating an average of between 18 and 20\xa0m (59 and 66\xa0ft) annually.']",['Satellites and on-site measurements are observing that Himalayan glaciers are disappearing at an accelerating rate.'],[],,0.9059524536132812,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
['Much of this precipitation began as water vapor evaporated from the ocean surface.'],"['I conclude that it must be ice accumulation, through evaporation of ocean water, and subsequent precipitation turning into ice.']",[],,0.8943668603897095,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"[""Being a component of Earth's hydrosphere and hydrologic cycle, it is particularly abundant in Earth's atmosphere where it is also a potent greenhouse gas along with other gases such as carbon dioxide and methane.""]",['Water vapor is the most powerful greenhouse gas'],[],,0.9164672493934631,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['Furthermore, sea ice affects the movement of ocean waters.']",['“[Sea ice] also helps regulate the planet’s temperature by influencing the circulation of the atmosphere and ocean.'],[],,0.921484112739563,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
['El Niño and La Niña are important temperature fluctuations in surface waters of the tropical Eastern Pacific Ocean.'],['The motions of the massive oceans where heat is moved between deep layers and the surface provides variability on time scales from years to centuries.'],[],,0.9329198002815247,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['The Greenland ice sheet occupies about 82% of the surface of Greenland, and if melted would cause sea levels to rise by 7.2 metres.']","['The melting Greenland ice sheet is already a major contributor to rising sea level and if it was eventually lost entirely, the oceans would rise by six metres around the world, flooding many of the world’s largest cities.']",[],,0.963126003742218,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['In the three decades following 1978, the combination of solar and volcanic activity is estimated to have had a slight cooling influence.']","['In the last 35 years of global warming, the sun has shown a slight cooling trend.']",[],,0.9700424075126648,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['[citation needed] Arctic regions notably release more heat back into space than what they absorb, effectively cooling the Earth.']",['The long term trend from albedo is that of cooling.'],[],,0.7166162729263306,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
['Gradual sea-level rise also allows for coral polyp activity to increase the reefs.'],['Coral atolls grow as sea levels rise.'],[],,0.6802884936332703,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"[""Studies have suggested that billions of years ago, Venus's atmosphere was much more like the one surrounding Earth, and that there may have been substantial quantities of liquid water on the surface, but after a period of 600 million to several billion years, a runaway greenhouse effect was caused by the evaporation of that original water, which generated a critical level of greenhouse gases in its atmosphere.""]","['Venus very likely underwent a runaway or ‘moist’ greenhouse phase earlier in its history, and today is kept hot by a dense CO2 atmosphere.']",[],,0.9488639831542969,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"[""A composite record of Arctic ice demonstrates that the floes' retreat began around 1900, experiencing more rapid melting beginning within the past 50 years.""]",['Thick arctic sea ice is in rapid retreat.'],[],,0.8572366237640381,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['American Physical Society Climate Change Policy Statement, November 2007 ""Emissions of greenhouse gases from human activities are changing the atmosphere in ways that affect the Earth\'s climate.']","['Earth’s climate is now changing faster than at any point in the history of modern civilization, primarily as a result of human activities.']",[],,0.9523925185203552,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['As a result, despite energy efficiency gains, total energy use and related carbon emissions have continued to increase.']",['Germany managed to increase its use of renewables and its output of carbon dioxide at the same time -- because it resorted to cheap coal to keep the lights on at a price its people could afford.'],[],,0.8833305835723877,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['""Great Lakes water levels reaching record lows"".']","['Recent record-low water levels in Lake Michigan are evidence that global warming is leading to ""the evaporation of our Great Lakes.""']",[],,0.602851152420044,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['The IPCC (2007) estimates that the expected rise in temperature due to a doubling of CO2 to be about 3\xa0°C (5.4\xa0°F), ± 1.5°.']",['But his results are evidence that the actual climate sensitivity is about 3°C for a doubling of atmospheric CO2.'],[],,0.9531252980232239,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"[""In 2010, he signed a letter advocating the establishment of a 'price' for greenhouse gas emissions as part of national energy policy.""]","['Alaska Sen. Mark Begich ""is on record supporting a carbon tax, even pushing Harry Reid to make it a priority.""']",[],,0.9376599788665771,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['A 2013 study found that significant climatic changes were associated with a higher risk of conflict worldwide, and predicted that ""amplified rates of human conflict could represent a large and critical social impact of anthropogenic climate change in both low- and high-income countries.""']","[""Earth's changing climate is a critical issue and poses the risk of significant environmental, social and economic disruptions around the globe.""]",[],,0.9503567814826965,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"[""According to the Bureau of Meteorology, Australia's annual mean temperature for 2009 was 0.90\xa0°C (1.62\xa0°F) above the 1961–90 average, making it the nation's second-warmest year since high-quality records began in 1910.""]","['The unusual heat was most noteworthy in Europe, which had its warmest April on record, and Australia, which had its second-warmest.']",[],,0.9399387240409851,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['Further effects are higher storm-surges and more dangerous tsunamis, displacement of populations, loss and degradation of agricultural land and damage in cities.']","['Sea level rise of 65 centimeters, or roughly 2 feet would cause significant problems for coastal cities around the world.']",[],,0.9075779914855957,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['The spatial and temporal fingerprint of warming can be traced to increasing greenhouse gas concentrations in the atmosphere, which are a direct result of burning fossil fuels, broad-scale deforestation and other human activity.""']",['No known natural forcing fits the fingerprints of observed warming except anthropogenic greenhouse gases.'],[],,0.9076874256134033,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"[""As the twin GRACE satellites circle the globe 15 times a day, they sense minute variations in Earth's gravitational pull.""]","['The latest  measurements involve the use of satellite gravimetry, estimating  the mass of terrain beneath by detecting slight changes in gravity as a  satellite passes overhead.']",[],,0.9544440507888794,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
['It holds the record for the highest verified temperature recorded in India at 51\xa0°C (124\xa0°F) on 19 May 2016.'],"['Extreme high temperatures were seen from India — where the city of Phalodi recorded temperatures of 51 degrees Celsius (123.8 Fahrenheit) in May, a new national record — to Iran, where a temperature of 53 degrees Celsius (127.4 F) was recorded in Delhoran on July 22.']",[],,0.973010778427124,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['In 2009, further evidence was provided that changes in solar insolation provide the initial trigger for the earth to warm after an Ice Age, with secondary factors like increases in greenhouse gases accounting for the magnitude of the change.']",['But the period has caused a headache for climate scientists because clearly there was no upswell in carbon dioxide that could account for such swift warming.'],[],,0.9546234607696533,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
['Researchers have warned that current economic modeling may seriously underestimate the impact of potentially catastrophic climate change and point to the need for new models that give a more accurate picture of potential damages.'],['Preventing global warming is relatively cheap; business-as-usual will cause accelerating climate damage costs that economists struggle to even estimate.'],[],,0.8096340894699097,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"[""Sunlight on the surface of Earth is attenuated by Earth's atmosphere, so that less power arrives at the surface (closer to 1,000\xa0W/m2) in clear conditions when the Sun is near the zenith.""]",['The atmosphere of the Earth is less able to absorb shortwave radiation from the Sun than thermal radiation coming from the surface.'],[],,0.974791944026947,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['This scientific opinion is expressed in synthesis reports, by scientific bodies of national or international standing, and by surveys of opinion among climate scientists.']","[""More than 500 scientists and professionals in climate and related fields have sent a 'European Climate Declaration' to the Secretary-General of the United Nations""]",[],,0.9432472586631775,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
['An air pollutant is a material in the air that can have adverse effects on humans and the ecosystem.'],"['Through its impacts on the climate, CO2 presents a danger to public health and welfare, and thus qualifies as an air pollutant']",[],,0.964296817779541,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"[""Lindzen has given estimates of the Earth's climate sensitivity to be 0.5\xa0°C based on ERBE data.""]",['Lindzen and Choi find low climate sensitivity'],[],,0.5734919309616089,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
['A rise of 2.4 m (8 feet) is physically possible under a high emission scenario but the authors were unable to say how likely.'],"['Sea level rise of 65 centimeters, or roughly 2 feet would cause significant problems for coastal cities around the world.']",[],,0.8960375785827637,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['This ""decline"" referred to the well-discussed tree-ring divergence problem, but these two phrases were taken out of context by global warming sceptics, including US Senator Jim Inhofe and former Governor of Alaska Sarah Palin, as though they referred to some decline in measured global temperatures, even though they were written when temperatures were at a record high.']","['The ""decline"" refers to a decline in northern tree-rings, not global temperature, and is openly discussed in papers and the IPCC reports.']",[],,0.9350765943527222,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['As of 2013, the petition\'s website states, ""The current list of 31,487 petition signers includes 9,029 PhD; 7,157 MS; 2,586 MD and DVM; and 12,715 BS or equivalent academic degrees.']","['Over 31,000 scientists signed the OISM Petition Project']",[],,0.8691257834434509,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
['Glaciers have been retreating worldwide for at least the last century; the rate of retreat has increased in the past decade.'],"['Glaciers are in rapid retreat worldwide, despite 1 error in 1 paragraph in a 3000 page IPCC report.']",[],,0.913979172706604,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['""Hurricane Harvey was year\'s costliest U.S. disaster at $125 billion in damages"".']",['Hurricane Harvey gave Houston and the surrounding region a $125 billion lesson about the costs of misjudging the potential for floods'],[],,0.8574951887130737,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
['Global forcing from waste heat was 0.028 W/m2 in 2005.'],['The contribution of waste heat to the global climate is 0.028 W/m2.'],[],,0.888146162033081,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
['The current scientific consensus on climate change is that the Earth underwent global warming throughout the 20th century and continues to warm.'],['The most recent satellite data show that the earth as a whole is warming.'],[],,0.9531742334365845,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['Acute conditions such as sunburn, dehydration, heat stroke and allergic reactions are also common.']","['Shelters in poorer countries are not repainted as often, and darker stations absorb more of the sun’s energy.']",[],,0.8831035494804382,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['The SUV segment further grew to 26% of the global passenger car market in 2016, then to 36.8% of the market in Q1–Q3 of 2017.']","['Despite attention on global warming, ""fewer Americans carpool today to work than carpooled in 1980"" and ""SUVs have never been a larger proportion of the vehicles being sold in this country.""']",[],,0.9426616430282593,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"[""On 2 June 2019, the city of Churu recorded a temperature of 50.8\xa0°C (123.4\xa0°F), only one-fifth of a degree Celsius short of the country's highest-ever temperature, 51\xa0°C (124\xa0°F) during the 2016 heat wave.""]","['Extreme high temperatures were seen from India — where the city of Phalodi recorded temperatures of 51 degrees Celsius (123.8 Fahrenheit) in May, a new national record — to Iran, where a temperature of 53 degrees Celsius (127.4 F) was recorded in Delhoran on July 22.']",[],,0.9749875068664551,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['The issues with tree rings had not been hidden, but were extensively discussed in scientific literature and in IPCC reports.']","['The ""decline"" refers to a decline in northern tree-rings, not global temperature, and is openly discussed in papers and the IPCC reports.']",[],,0.9409237504005432,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['Secondly, melting of the ice shelves, the floating extensions of the ice sheet, leads to a process named the Marine Ice Cliff Instability.']","['“‘If you remove the ice shelf, there’s a potential that not just ice-cliff instabilities will start occurring, but a process called marine ice-sheet instabilities,’ says Matthew Wise, a polar scientist at the University of Cambridge.']",[],,0.9350446462631226,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
['Limiting global warming to below 2\xa0°C would imply a reduction in surface ocean pH of 0.16 from pre-industrial levels.'],"['Last December, the respected \xa0journal “Oceanography” published projections (see graphic below) for this rising acidity, measured by falling pH']",[],,0.9042587280273438,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['In March 2015, he said that some people are ""global warming alarmists"" and, citing satellite temperature measurements, said that there had been no significant warming in 18 years.']","[""In particular, satellite data demonstrate for the last 17 years, there's been zero warming.""]",[],,0.9257009625434875,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['Though most of human existence has been sustained by hunting and gathering in band societies, many human societies transitioned to sedentary agriculture approximately 10,000 years ago, domesticating plants and animals, thus enabling the growth of civilization.']","['Through decades of research, it has become clear that human civilization, roughly 6,000 years old, developed during an unusually stable period for global sea levels.']",[],,0.9212015271186829,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['A Renewable Portfolio Standard (RPS) is a mandate that requires electricity providers to supply to their customers a minimum amount of power from renewable sources, usually as a percentage of total energy use.']","['Barack Obama and Joe Biden will establish a 10 percent federal Renewable Portfolio Standard (RPS) to require that 10 percent of electricity consumed in the U.S. is derived from clean, sustainable energy sources, like solar, wind and geothermal by 2012.']",[],,0.9564809799194336,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
['Scientific inquiry generally aims to obtain knowledge in the form of testable explanations that scientists can use to predict the results of future experiments.'],"['In looking at Earth’s past, scientists can predict what the future will look like']",[],,0.9057023525238037,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['While water vapour (~50%) and clouds (~25%) are the biggest contributors to the greenhouse effect, they increase as a function of temperature and are therefore considered feedbacks.']",['Water vapour is the most dominant greenhouse gas.'],[],,0.9104151725769043,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['More precise data gathered from satellite radar measurements reveal an accelerating rise of 7.5\xa0cm (3.0\xa0in) from 1993 to 2017, which is a trend of roughly 30\xa0cm (12\xa0in) per century.']",['What they find is sea level rise has been steadily accelerating over the past century.'],[],,0.875652551651001,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
['Water vapor responds to and amplifies effects of the other greenhouse gases.'],"['Increased CO2 makes more water vapor, a greenhouse gas which amplifies warming']",[],,0.756955623626709,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['Donald Trump tweeted in 2012 that the Chinese invented ""the concept of global warming"" because they believed it would somehow hurt U.S. manufacturing.']",['Climate change is a hoax invented by the Chinese.'],[],,0.9245531558990479,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['Between 1993 and 2017, the global mean sea level rose on average by 3.1 ±\xa00.3\xa0mm per year, with an acceleration detected as well.']","['The atmosphere and ocean have warmed, the amounts of snow and ice have diminished, and sea level has risen.']",[],,0.9152032136917114,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['On the other hand, one 1999 comparison between urban and rural areas proposed that urban heat island effects have little influence on global mean temperature trends.']","['While urban areas are undoubtedly warmer than surrounding rural areas, this has had little to no impact on warming trends.']",[],,0.9308748245239258,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"[""These measurements indicate that the Sun's total solar irradiance has not increased since 1978, so the warming during the past 30 years cannot be directly attributed to an increase in total solar energy reaching the Earth (see graph above, left).""]",['Various independent measurements of solar activity all confirm the sun has shown a slight cooling trend since 1978.'],[],,0.9469200968742371,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['Scientists have determined that the major factors causing the current climate change are greenhouse gases, land use changes, and aerosols and soot.']","['Scientific analysis of past climates\xa0shows that greenhouse gasses, principally CO2,\xa0have controlled most ancient\xa0climate changes.']",[],,0.8912695646286011,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
['Deep reductions in non-CO2 emissions (such as nitrous oxide and methane) will also be required to limit warming to 1.5\xa0°C.'],['The most recent IPCC report lays out a future if we limit global heating to 1.5°C instead of the Paris Agreement’s 2°C.'],[],,0.9039946794509888,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['Their ultimate extinction coincides with Heinrich event 4, a period of intense cold and dry climate causing their preferred forest landscape to give way to steppeland, and future Heinrich events are also associated with massive cultural turnovers where European human populations collapsed.']",['Humans have been through climate changes before- but mostly cold ones and'],[],,0.8043701648712158,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['""Mass gains of the Antarctic ice sheet exceed losses"".']",['Arctic sea ice loss is matched by Antarctic sea ice gain.'],[],,0.7567614912986755,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['In a speech in April 2012, Kasich acknowledged that climate change is real and is a problem.']","['During a state House debate on a jobs and energy bill this week, Democrats offered an amendment that would put the Legislature on record saying that climate change is real and that humans are causing it.']",[],,0.9504444003105164,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"[""The Milankovitch cycles are a set of cyclic variations in characteristics of the Earth's orbit around the Sun.""]","['For the past 4567 million years, the sun and the Earth’s orbit have driven climate change cycles.']",[],,0.9432820081710815,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['People who regard climate change as catastrophic, irreversible, or rapid might label climate change as a climate crisis or a climate emergency.']",['Global warming is an increasingly urgent problem.'],[],,0.7450175285339355,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['This effect results in the increased absorption of radiation that accelerates melting.""']",['Global warming is causing snow to disappear.'],[],,0.7684327960014343,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['A microwave oven passes microwave radiation at a frequency near 2.45\xa0GHz (12\xa0cm) through food, causing dielectric heating primarily by absorption of the energy in water.']","['Sending oscillating microwaves from an antenna inside a vacuum through an electromagnetic field through a dielectric material, such as water, creates radio frequency heating at the molecular level']",[],,0.9394990801811218,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['More recently, anthropogenic activities have steadily increased the carbon dioxide content of the atmosphere; about 30–40% of the added CO2 is absorbed by the oceans, forming carbonic acid and lowering the pH (now below 8.1) through a process called ocean acidification.']",['This increase is the result of humans emitting more carbon dioxide into the atmosphere and hence more being absorbed into the oceans.'],[],,0.9722961783409119,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['The OISM website states that ""several members of the Institute\'s staff are also well known for their work on the Petition Project"", and that the petition has ""more than 31,000"" signatures by scientists.']","['Over 31,000 scientists signed the OISM Petition Project']",[],,0.901526689529419,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['Water vapor is the most abundant greenhouse gas and is the largest contributor to the natural greenhouse effect, despite having a short atmospheric lifetime (about 10 days).']",['Water vapour is the most dominant greenhouse gas.'],[],,0.9529120326042175,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['In the scientific literature, there is an overwhelming consensus that global surface temperatures have increased in recent decades and that the trend is caused mainly by human-induced emissions of greenhouse gases.']","['Scientists have known for some time, from multiple lines of evidence, that humans are changing Earth’s climate, primarily through greenhouse gas emissions.']",[],,0.9070539474487305,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
['Carbon capture and storage (CCS) is a method to mitigate climate change by capturing carbon dioxide (CO2) from large point sources such as power plants and subsequently storing it away safely instead of releasing it into the atmosphere.'],['‘Clean coal’ is an approach in which the emissions from coal-burning power plants would be captured and pumped underground.'],[],,0.9547392129898071,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
['[citation needed] The Holocene climatic optimum (HCO) was a period of warming in which the global climate became warmer.'],"['About 120,000 years ago, before the last ice age, the planet went through a natural warm period, with temperatures similar to those expected in coming decades.']",[],,0.9365803003311157,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['Human activity since the Industrial Revolution has increased the amount of greenhouse gases in the atmosphere, leading to increased radiative forcing from CO2, methane, tropospheric ozone, CFCs, and nitrous oxide.']","['Humans are small but powerful, and human CO2 emissions are causing global warming.']",[],,0.7299420833587646,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['Around much of Earth, deglaciation during the last 100 years has been accelerating as a result of climate change, partly brought on by anthropogenic changes to greenhouse gases.']","['Arctic, Antarctic and Greenland ice loss is accelerating due to global warming.']",[],,0.8389906883239746,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['Of these, 97% agree, explicitly or implicitly, that global warming is happening and is human-caused.']",['Over 97 percent of the scientific community â\x80¦ believe that humans are contributing to climate change.'],[],,0.909763753414154,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
['These areas are also known as oxygen minimum zones (OMZ).'],"['“Moreover, the ocean already contains so-called oxygen minimum zones, generally found in the middle depths.']",[],,0.7901983261108398,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['During the late 20th century, a scientific consensus evolved that increasing concentrations of greenhouse gases in the atmosphere cause a substantial rise in global temperatures and changes to other parts of the climate system, with consequences for the environment and for human health.']",['Increases in atmospheric CO2 followed increases in temperature.'],[],,0.7764995098114014,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"[""CO 2 absorbs and emits infrared radiation at wavelengths of 4.26 µm (asymmetric stretching vibrational mode) and 14.99\xa0µm (bending vibrational mode) and consequently is a greenhouse gas that plays a significant role in influencing Earth's surface temperature through the greenhouse effect.""]",['Satellite and surface measurements find less energy is escaping to space at CO2 absorption wavelengths.'],[],,0.8958746790885925,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['A number of later studies have concluded that a global sea level rise of 200 to 270\xa0cm (6.6 to 8.9\xa0ft) this century is ""physically plausible"".']","['In their worst-case scenario, the sea level could rise by six feet by the end of this century, and the pace could pick up drastically in the 22nd century.']",[],,0.9456621408462524,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['For example, urban and rural trends are very similar.']","['The warming trend is the same in rural and urban areas, measured by thermometers and satellites.']",[],,0.8241376280784607,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['""special protection and perservation of peat bogs, wetlands, marshlands and mangrove swamps to ensure carbon dioxide is absorbed from the atmosphere.""']","['An area of coastal ecosystems larger than New York City is destroyed every year, removing an important buffer from extreme weather for coastal communities and releasing carbon dioxide into the atmosphere.']",[],,0.8975593447685242,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['Both theory and climate models indicate that global warming will reduce the rate of temperature decrease with height, producing a negative lapse rate feedback that weakens the greenhouse effect.']","['""His [Dr Spencer\'s] latest research demonstrates that – in the short term, at any rate –  the temperature feedbacks that the IPCC imagines will greatly amplify  any initial warming caused by CO2 are net-negative, attenuating the  warming they are supposed to enhance.']",[],,0.9359295964241028,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['Release of methane and carbon dioxide stored in permafrost could cause abrupt and severe global warming, as they are potent greenhouse gases.']","['In other words, we have, trapped in Arctic permafrost, twice as much carbon as is currently wrecking the atmosphere of the planet, all of it scheduled to be released at a date that keeps getting moved up, partially in the form of a gas that multiplies its warming power 86 times over.']",[],,0.8804458975791931,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"[""Obama's approach of selectively combining regulation and incentive to various issues in the domestic energy policy, such as coal mining and oil fracking, has received mixed commentary for not being as responsive to the needs of the domestic manufacturing sector as needed, following claims that the domestic manufacturing sector utilizes as much as a third of the nation's available energy resources.""]","['The Obama administration ""has been constrained by the Oil Pollution Act of 1990, which basically gives the responsible party the lead role in trying to not only fix the problem, but contain the problem.""']",[],,0.9706457853317261,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
['One way is to use estimates of global radiative forcing and temperature directly.'],['Climate sensitivity can be calculated empirically by comparing past temperature change to natural forcings at the time.'],[],,0.9136143326759338,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['Sea ice is currently in decline in area, extent, and volume and summertime sea ice may cease to exist sometime during the 21st century.']","['Sea ice continued its declining trend, both in the Arctic and Antarctic.']",[],,0.945148229598999,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['In June 2019, one million species of plants and animals were at risk of extinction.']","['Each year sees the disappearance of thousands of plant and animal species which we will never know, which our children will never see, because they have been lost for ever.']",[],,0.9025396108627319,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
